"record_num","habitat","source","life.hist","lat","long","acclim_type","acclim_period","trait_category","trait","temp_1","temp_2","r1.1","r1.1_N","r1.2","r1.2_N","r2.1","r2.1_N","r2.2","r2.2_N","units","species_full","r1.1_sd","r1.2_sd","r2.1_sd","r2.2_sd","lnRR_Q10_acute_t1","V_lnRR_Q10_acute_t1","lnRR_Q10_acute_t2","V_lnRR_Q10_acute_t2","lnRR_Q10_acclim","V_lnRR_Q10_acclim","lnVR_Q10_acute_t1","V_lnVR_Q10_acute_t1","lnVR_Q10_acute_t2","V_lnVR_Q10_acute_t2","lnVR_Q10_acclim","V_lnVR_Q10_acclim","lnCVR_Q10_acute_t1","V_lnCVR_Q10_acute_t1","lnCVR_Q10_acute_t2","V_lnCVR_Q10_acute_t2","lnCVR_Q10_acclim","V_lnCVR_Q10_acclim","obs"
"p010_o","f","w","a",38.971266,-95.218795,1,21,"rest_MR","MR",10,20,740,NA,1100,NA,1100,NA,1800,NA,"ul/hr","Orconectes nais",NA,NA,NA,NA,0.396415272588246,NA,0.492476485097794,NA,0.888891757686041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"p011_o","m","c","a",56.75,5.9,1,42,"sprint","swim",5,15,4.44,8,NA,NA,NA,NA,5.85,8,"","Aequipecten opercularis",0.45254833995939,NA,NA,0.45254833995939,NA,NA,NA,NA,0.275787284799632,0.00204664176944149,NA,NA,NA,NA,0,0.142857142857143,NA,NA,NA,NA,-0.275787284799631,0.144903784626584,23
"p012_o","t","w","a",35.2401,24.8093,1,16,"cardiac","HR",6,20,9,6,20,6,12.5,6,20,6,"bpm","Helix aspersa",2.44948974278318,4.89897948556636,4.89897948556636,4.89897948556636,0.570362640155551,0.0114008566389519,0.335716878032668,0.0181632653061224,0.570362640155551,0.0114008566389519,0.49510512897139,0.102040816326531,0,0.102040816326531,0.49510512897139,0.102040816326531,-0.0752575111841617,0.113441672965483,-0.335716878032668,0.120204081632653,-0.0752575111841617,0.113441672965483,24
"p012_o","t","w","a",40.8,22.05,1,16,"cardiac","HR",6,20,6,6,18,6,9,6,25,6,"bpm","Helix lucorum",2.44948974278318,4.89897948556636,4.89897948556636,4.89897948556636,0.784723063334364,0.0204711514235324,0.729750891094272,0.0284605694129504,1.01936882545725,0.017437641723356,0.49510512897139,0.102040816326531,0,0.102040816326531,0.49510512897139,0.102040816326531,-0.289617934362975,0.122511967750063,-0.729750891094272,0.130501385739481,-0.524263696485857,0.119478458049887,25
"p013_o","m","w","a",56.340733,-2.772717,1,50,"ATPase","ATPase",5,15,0.16,6,0.48,6,0.13,6,0.44,6,"umol pi mg-1 min-1","Myoxocephalus scorpius",0.0244948974278318,0.146969384566991,0.0244948974278318,0.146969384566991,1.09861228866811,0.01953125,1.21924027645672,0.0245122010856276,1.01160091167848,0.022501291322314,1.79175946922805,0.2,1.79175946922805,0.2,1.79175946922805,0.2,0.693147180559945,0.21953125,0.572519192771331,0.224512201085628,0.780158557549575,0.222501291322314,26
"p013_o","m","w","a",56.340733,-2.772717,1,50,"muscle","tension",5,15,97,10,147,10,110,10,108,10,"kN m-2","Myoxocephalus scorpius",47.4341649025257,47.4341649025257,37.9473319220206,31.6227766016838,0.415721608275353,0.0343256027209763,-0.0183491386681965,0.0204742146492988,0.107420248620837,0.0324866627274094,0,0.111111111111111,-0.182321556793955,0.111111111111111,-0.405465108108164,0.111111111111111,-0.415721608275354,0.145436713832087,-0.163972418125758,0.13158532576041,-0.512885356729001,0.14359777383852,27
"p013_o","m","w","a",56.340733,-2.772717,1,50,"muscle","velocity",5,15,3.5,10,4.1,10,2.8,10,6.2,10,"L s-1","Myoxocephalus scorpius",2.5298221281347,0.632455532033676,3.16227766016838,2.5298221281347,0.158224005214894,0.0546244339496655,0.794929874869888,0.144200344029391,0.571786323555678,0.0688942215804116,-1.38629436111989,0.111111111111111,-0.22314355131421,0.111111111111111,0,0.111111111111111,-1.54451836633478,0.165735545060777,-1.0180734261841,0.255311455140502,-0.571786323555678,0.180005332691523,28
"p014_o","f","w","a",-21.89584,-47.402312,1,28,"rest_MR","MR",15,25,1.72,10,5.94,10,0.63,10,3.44,10,"","Prochilodus scrofa",1.20166551086398,2.46657657493134,0.790569415042095,0.790569415042095,1.23938484254919,0.0660533061134533,1.69750693098187,0.162751966685158,0.693147180559945,0.0540917387777177,0.719122666963206,0.111111111111111,0,0.111111111111111,-0.418710334858185,0.111111111111111,-0.520262175585986,0.177164417224564,-1.69750693098187,0.273863077796269,-1.11185751541813,0.165202849888829,29
"p014_o","f","w","a",-21.89584,-47.402312,1,28,"rest_MR","MR",25,35,3.44,10,14.38,10,2.34,10,8.75,10,"","Prochilodus scrofa",0.980306074652198,7.90569415042095,1.20166551086398,4.93315314986267,1.43036688090759,0.0383456608983873,1.31890277099991,0.0581573351104194,0.933582228984216,0.0399067396717476,2.0874737133771,0.111111111111111,1.41226984752315,0.111111111111111,1.61586880276439,0.111111111111111,0.657106832469507,0.149456772009498,0.0933670765232384,0.16926844622153,0.682286573780175,0.151017850782859,30
"p015_o","m","w","a",56.04201793,-3.262017593,1,50,"muscle","Fibre Vmax",5,15,3.7,8,3,5,3.6,5,7.1,5,"muscle length s-1","Myoxocephalus scorpius",0.565685424949238,1.56524758424985,1.11803398874989,2.01246117974981,-0.209720530982069,0.057366285204123,0.679160938585205,0.0353583638852765,0.651761964397091,0.018990081188165,1.0177611538725,0.196428571428571,0.587786664902119,0.25,1.26907558215341,0.196428571428571,1.22748168485457,0.253794856632694,-0.0913742736830862,0.285358363885277,0.617313617756315,0.215418652616736,31
"p015_o","m","w","a",56.04201793,-3.262017593,2,50,"muscle","Fibre Vmax",5,15,4.4,10,4,7,3.2,7,6.4,7,"muscle length s-1","Myoxocephalus scorpius",1.26491106406735,0.793725393319377,1.85202591774521,1.3228756555323,-0.0953101798043249,0.0138894628099174,0.693147180559945,0.053955078125,0.374693449441411,0.0143679784349174,-0.466019544421147,0.138888888888889,-0.336472236621213,0.166666666666667,0.0448060793448434,0.138888888888889,-0.370709364616822,0.152778351698806,-1.02961941718116,0.220621744791667,-0.329887370096567,0.153256867323806,32
"p015_o","m","w","a",56.04201793,-3.262017593,1,50,"muscle","Muscle force - tetani",5,15,139.4,11,78.3,10,124.9,10,282,8,"","Myoxocephalus scorpius",48.0910594601533,49.9639870306604,64.5104642674349,7.3539105243401,-0.576799895329666,0.0515379762404149,0.814393653806582,0.0267619117607596,0.70455957261169,0.010904587142523,0.0382062007042301,0.105555555555556,-2.17159523147984,0.126984126984127,-1.87786406995836,0.121428571428571,0.615006096033896,0.15709353179597,-2.98598888528642,0.153746038744887,-2.58242364257005,0.132333158571094,33
"p015_o","m","w","a",56.04201793,-3.262017593,2,50,"muscle","Muscle force - tetani",5,15,161.7,12,74.2,9,179.4,6,266.7,7,"kNm-2","Myoxocephalus scorpius",49.1902429349561,37.5,45.5605092157671,2.64575131106459,-0.778978616409726,0.0360918043429352,0.396506481563273,0.0107633794624336,0.500381664604907,0.00772587480710698,-0.27135435652485,0.107954545454545,-2.84608624080553,0.183333333333333,-2.92274021497356,0.128787878787879,0.507624259884876,0.144046349797481,-3.2425927223688,0.194096712795767,-3.42312187957847,0.136513753594986,34
"p015_o","m","w","a",56.04201793,-3.262017593,1,50,"muscle","Muscle force - twitch",5,15,72.3,12,26.2,11,80.6,11,127.4,9,"","Myoxocephalus scorpius",45.0333209967908,33.166247903554,37.1461976519805,57,-1.01506471839767,0.178009484178287,0.45783309362548,0.0415509935427678,0.566507613973344,0.054572046762416,-0.305869952962306,0.0954545454545455,0.428189853134316,0.1125,0.235648585479013,0.107954545454545,0.709194765435362,0.273464029632832,-0.0296432404911643,0.154050993542768,-0.330859028494331,0.162526592216961,35
"p015_o","m","w","a",56.04201793,-3.262017593,2,50,"muscle","Muscle force - twitch",5,15,82.8,12,24.1,12,114.5,7,128.6,8,"kNm-2","Myoxocephalus scorpius",36.3730669589464,14.8956369450923,24.3409120617942,59.9626550446192,-1.2342162208946,0.047916031752598,0.116131988809225,0.0336322832349519,0.440278750412305,0.0432574464208122,-0.892760234463961,0.0909090909090909,0.901563393935234,0.154761904761905,0.499893370460407,0.116883116883117,0.341455986430644,0.138825122661689,0.785431405126009,0.188394187996857,0.0596146200481018,0.160140563303929,36
"p015_o","m","w","a",56.04201793,-3.262017593,1,50,"muscle","Muscle Wmax",5,15,121.1,8,33.62,5,55.3,5,206.3,5,"W kg-1","Myoxocephalus scorpius",94.1866232540481,18.9618564491982,44.7213595499958,39.1311896062463,-1.28149552257858,0.139234030204558,1.31655851154892,0.137996373855785,0.53271476951816,0.0828094222705483,-1.60284876180545,0.196428571428571,-0.133531392624523,0.25,-0.878358330679797,0.196428571428571,-0.321353239226877,0.335662601633129,-1.45008990417344,0.387996373855785,-1.41107310019796,0.27923799369912,37
"p016_o","m","w","a",56.04201793,-3.262017593,1,50,"sprint","Swim",5,15,0.8,6,0.98,8,NA,NA,1.3,5,"m/s","Myoxocephalus scorpius",0.244948974278318,0.169705627484771,NA,0.156524758424985,0.20294084399669,0.0193734381507705,NA,NA,0.485507815781701,0.0185244082840237,-0.3669845875401,0.171428571428571,NA,NA,-0.447835722335709,0.225,-0.56992543153679,0.190802009579342,NA,NA,-0.93334353811741,0.243524408284024,38
"p016_o","m","w","a",56.04201793,-3.262017593,1,50,"sprint","Swim",5,15,16.16,6,18.41,8,NA,NA,22.04,5,"m/s2","Myoxocephalus scorpius",10.2143722274059,5.31744299452284,NA,6.43987577519939,0.130354942152037,0.0770151625426816,NA,NA,0.310319931191764,0.0836620346564329,-0.652803222742962,0.171428571428571,NA,NA,-0.461286520059833,0.225,-0.783158164894999,0.248443733971253,NA,NA,-0.771606451251597,0.308662034656433,39
"p017_o","m","c","a",NA,NA,1,21,"rest_MR","MR",14,26,0.56,NA,NA,NA,NA,NA,2,NA,"ul/mg/h-1","Ostrea edulis",NA,NA,NA,NA,NA,NA,NA,NA,1.06080472984407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"p018_o","f","c","a",36.2,86.75,1,84,"metabolic_enzyme","COX",8,26,4.7,NA,8.5,NA,3.4,NA,6.9,NA,"","Notophthalmus viridescens",NA,NA,NA,NA,0.329168697100143,NA,0.39319221110061,NA,0.213310501604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"p018_o","f","c","a",36.2,86.75,1,84,"metabolic_enzyme","CS",8,26,3.8,NA,8.05,NA,2.3,NA,5.4,NA,"","Notophthalmus viridescens",NA,NA,NA,NA,0.417039458165629,NA,0.474161017019514,NA,0.195221048243272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"p018_o","f","c","a",36.2,86.75,1,84,"metabolic_enzyme","LDH",8,26,125,NA,400,NA,119,NA,410,NA,"","Notophthalmus viridescens",NA,NA,NA,NA,0.646194894336489,NA,0.687240925881569,NA,0.659913012442251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
"p018_o","f","c","a",36.2,86.75,1,84,"rest_MR","MR",8,26,2.72,10,6.21,10,1.47,10,4.64,10,"light conditions were also changed","Notophthalmus viridescens",0.853814968245463,0.853814968245463,0.853814968245463,0.980306074652198,0.458627230909712,0.00362464228461482,0.638584425248622,0.011789989362011,0.296712492183477,0.00441885926231204,0,0.0342935528120713,0.0767501880448984,0.0342935528120713,0.0767501880448984,0.0342935528120713,-0.458627230909712,0.0379181950966861,-0.561834237203723,0.0460835421740823,-0.219962304138578,0.0387124120743834,44
"p019_o","f","c","j",46.56,70.58,1,56,"metabolic_enzyme","COX",5,15,54.3,NA,65.5,NA,50.4,NA,64.1,NA,"","Oncorhynchus mykiss",NA,NA,NA,NA,0.187525915701317,NA,0.240453188849301,NA,0.165920136986735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"p019_o","f","c","j",46.56,70.58,1,56,"metabolic_enzyme","CPT1",5,15,0.37,NA,0.74,NA,0.2,NA,0.42,NA,"","Oncorhynchus mykiss",NA,NA,NA,NA,0.693147180559945,NA,0.741937344729377,NA,0.126751705639144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"p019_o","f","c","j",46.56,70.58,1,56,"metabolic_enzyme","CS",5,15,17.1,NA,28.4,NA,14.2,NA,22.6,NA,"","Oncorhynchus mykiss",NA,NA,NA,NA,0.507310681658546,NA,0.464707941671025,NA,0.278871442769626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
"p020_o","f","w","a",60.447637,22.266433,1,21,"cardiac","Heart rate",5,18,19,NA,75,NA,12,NA,68,NA,"bpm","Perca fluviatilis",NA,NA,NA,NA,1.05619164182298,NA,1.3343085041447,NA,0.980822096930513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"p021_o","m","w","a",-67.56590839,-68.12086546,2,NA,"rest_MR","MR",-1.7,0.6,1.05,NA,NA,NA,NA,NA,2.5,NA,"units are in umol/h","Sterechinus neumayeri",NA,NA,NA,NA,NA,NA,NA,NA,3.77174159871619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
"p022_o","t","w","a",36.076389,-94.16,1,14,"rest_MR","MR",5,10,13.8,15,19.3,15,13.3,15,14.8,15,"ul/g/h","Plethodon dorsalis",1.66538283886919,2.67235850888312,0.968245836551854,1.47173367155882,0.670873007495362,0.00899625836423216,0.213726291084722,0.00405026899096354,0.139917177213821,0.00652059917680926,0.945812777807394,0.285714285714286,0.83742066971637,0.285714285714286,-0.247227911934353,0.285714285714286,0.274939770312032,0.294710544078518,0.623694378631647,0.289764554705249,-0.387145089148174,0.292234884891095,50
"p022_o","t","w","a",36.076389,-94.16,1,14,"rest_MR","MR",10,15,14.8,15,26.3,15,15.8,15,21.8,15,"ul/g/h","Plethodon dorsalis",1.47173367155882,2.59489884195897,1.47173367155882,2.47870934157275,1.1498835168273,0.00523292190380595,0.643800059524244,0.00576125302617404,0.774565578049948,0.00608448253802976,1.13421291932916,0.285714285714286,1.04259384726657,0.285714285714286,1.04259384726657,0.285714285714286,-0.0156705974981382,0.290947207618092,0.398793787742328,0.29147553874046,0.268028269216624,0.291798768252315,51
"p022_o","t","w","a",36.076389,-94.16,1,14,"rest_MR","MR",15,20,21.8,15,61.9,15,47.3,15,46.5,15,"ul/g/h","Plethodon dorsalis",2.47870934157275,12.50973620825,8.13326502703558,4.37647118121438,2.08722041979101,0.0143389219951885,-0.0341159658091532,0.0102467079209793,1.51508468559653,0.00580969028930271,3.23753847972597,0.285714285714286,-1.23943942401026,0.285714285714286,1.13700947070534,0.285714285714286,1.15031805993496,0.300053207709474,-1.2053234582011,0.295960993635265,-0.378075214891197,0.291523976003588,52
"p022_o","t","w","a",36.076389,-94.16,1,14,"rest_MR","MR",20,25,46.5,15,75.2,15,54.7,15,76,15,"ul/g/h","Plethodon dorsalis",4.37647118121438,6.93264018971128,7.62977719202861,6.04185402008357,0.961397836724967,0.00462853673719976,0.657739261716791,0.00687353148095955,0.982562055386041,0.00404748759643966,0.919995974256829,0.285714285714286,-0.466695442976903,0.285714285714286,0.644936377074393,0.285714285714286,-0.0414018624681382,0.290342822451485,-1.12443470469369,0.292587817195245,-0.337625678311648,0.289761773310725,53
"p022_o","f","w","a",36.07638,-94.16,1,14,"rest_MR","MR",5,10,13.8,15,19.3,15,13.3,15,14.8,15,"ul/g/h","Eurycea multiplicata",1.66538283886919,2.67235850888312,0.968245836551854,1.47173367155882,0.670873007495362,0.00899625836423216,0.213726291084722,0.00405026899096354,0.139917177213821,0.00652059917680926,0.945812777807394,0.285714285714286,0.83742066971637,0.285714285714286,-0.247227911934353,0.285714285714286,0.274939770312032,0.294710544078518,0.623694378631647,0.289764554705249,-0.387145089148174,0.292234884891095,54
"p022_o","f","w","a",36.07638,-94.16,1,14,"rest_MR","MR",10,15,14.8,15,26.3,15,15.8,15,21.8,15,"ul/g/h","Eurycea multiplicata",1.47173367155882,2.59489884195897,1.47173367155882,2.47870934157275,1.1498835168273,0.00523292190380595,0.643800059524244,0.00576125302617404,0.774565578049948,0.00608448253802976,1.13421291932916,0.285714285714286,1.04259384726657,0.285714285714286,1.04259384726657,0.285714285714286,-0.0156705974981382,0.290947207618092,0.398793787742328,0.29147553874046,0.268028269216624,0.291798768252315,55
"p022_o","f","w","a",36.07638,-94.16,1,14,"rest_MR","MR",15,20,21.8,15,61.9,15,47.3,15,46.5,15,"ul/g/h","Eurycea multiplicata",2.47870934157275,12.50973620825,8.13326502703558,4.37647118121438,2.08722041979101,0.0143389219951885,-0.0341159658091532,0.0102467079209793,1.51508468559653,0.00580969028930271,3.23753847972597,0.285714285714286,-1.23943942401026,0.285714285714286,1.13700947070534,0.285714285714286,1.15031805993496,0.300053207709474,-1.2053234582011,0.295960993635265,-0.378075214891197,0.291523976003588,56
"p022_o","f","w","a",36.07638,-94.16,1,14,"rest_MR","MR",20,25,46.5,15,75.2,15,54.7,15,76,15,"ul/g/h","Eurycea multiplicata",4.37647118121438,6.93264018971128,7.62977719202861,6.04185402008357,0.961397836724967,0.00462853673719976,0.657739261716791,0.00687353148095955,0.982562055386041,0.00404748759643966,0.919995974256829,0.285714285714286,-0.466695442976903,0.285714285714286,0.644936377074393,0.285714285714286,-0.0414018624681382,0.290342822451485,-1.12443470469369,0.292587817195245,-0.337625678311648,0.289761773310725,57
"p022_o","f","w","a",36.07638,-94.16,1,14,"rest_MR","MR",10,20,14.8,15,NA,NA,NA,NA,46.5,15,"ul/g/h","Eurycea multiplicata",1.47173367155882,NA,NA,4.37647118121438,NA,NA,NA,NA,1.14482513182324,0.0012497825806232,NA,NA,NA,NA,1.08980165898595,0.0714285714285714,NA,NA,NA,NA,-0.0550234728372864,0.0726783540091946,58
"p023_o","f","c","a",NA,NA,1,91,"rest_MR","MR",24,32,0.88,8,1.86,8,0.74,9,1.3,9,"","Acrochordus arafurae",0.367695526217005,0.395979797464467,0.24,0.36,0.935512324043744,0.042951159298082,0.704336696564266,0.0315751142154469,0.48774704497172,0.0474125893228275,0.0926349651921523,0.223214285714286,0.506831385135206,0.1953125,-0.026438987306681,0.209263392857143,-0.842877358851591,0.266165445012368,-0.197505311429061,0.226887614215447,-0.514186032278401,0.25667598217997,59
"p024_o","t","w","j",34,-112,1,21,"rest_MR","MR",6,25,6,8,44,8,14,11,52,11,"ul STPD/g/h","Ambystoma tigrinum",5.65685424949238,14.142135623731,16.583123951777,19.8997487421324,1.04864745510011,0.034355771260833,0.690624415245352,0.0390206730957393,1.13657065755441,0.034466681600711,0.482258279933766,0.0395726157499011,0.0959587141020815,0.0277008310249307,0.662020607488093,0.0336367233874159,-0.566389175166343,0.073928387010734,-0.59466570114327,0.06672150412067,-0.474550050066313,0.0681034049881269,60
