"record_num","phylum","class","order","family","habitat","source","life.hist","lat","long","acclim_type","acclim_period","trait_category","trait","temp_1","temp_2","r1.1","r1.1_N","r1.2","r1.2_N","r2.1","r2.1_N","r2.2","r2.2_N","units","species_full","r1.2_sd","r2.2_sd","lnCVR_Q10_acute_t2","lnCVR_Q10_acclim","obs","name","effect_size","V","type"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,29,"r2.1_sd",NA,0.37911126279688,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,30,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,31,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,32,"lnRR_Q10_acclim",1.03415468828086,0.0318890405746577,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,33,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,34,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,35,"lnVR_Q10_acclim",0.501676738655378,0.347222222222222,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,24,1.62,19,NA,NA,NA,NA,2.45,19,"ug/mg/h","Dreissena polymorpha",NA,0.479478883789474,NA,-0.53247794962548,36,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,37,"r1.1_sd",0.392300904918661,0.097277842004964,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,38,"r2.1_sd",NA,0.097277842004964,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,39,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,40,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,41,"lnRR_Q10_acclim",1.1937956230625,0.0127566431745546,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,42,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,43,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,44,"lnVR_Q10_acclim",1.53702431439964,0.0845211988304094,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,28,1.62,19,NA,NA,NA,NA,4.21,20,"ug/mg/h","Dreissena polymorpha",NA,1.34164078649987,NA,0.343228691337142,45,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,46,"r1.1_sd",0.392300904918661,0.0448622060198172,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,47,"r2.1_sd",NA,0.0448622060198172,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,48,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,49,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,50,"lnRR_Q10_acclim",1.07992524970968,0.00729722876185746,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,51,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,52,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,53,"lnVR_Q10_acclim",1.4668730854849,0.0375649772579597,"acclim"
"p003_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.854909,-78.917256,1,42,"rest_MR","MR",20,32,1.62,19,NA,NA,NA,NA,5.92,20,"ug/mg/h","Dreissena polymorpha",NA,2.28078933704979,NA,0.386947835775217,54,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,55,"r1.1_sd",0.0692820323027551,0.0302088495340811,"acclim"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,56,"r2.1_sd",0.103923048454133,0.0302088495340811,"acclim"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,57,"lnRR_Q10_acute_t1",0.88989163909067,0.00640847135776941,"acute"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,58,"lnRR_Q10_acute_t2",1.3074798890181,0.0648795359904818,"acute"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,59,"lnRR_Q10_acclim",0.883830958824497,0.00748157680680839,"acclim"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,60,"lnVR_Q10_acute_t1",0.549306144334055,0.0227272727272727,"acute"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,61,"lnVR_Q10_acute_t2",0.490414626505863,0.0227272727272727,"acute"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,62,"lnVR_Q10_acclim",0.693147180559945,0.0227272727272727,"acclim"
"p004_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",41.8,-83.4,1,14,"rest_MR","MR",5,25,0.14,12,0.83,12,0.06,12,0.82,12,"","Dreissena polymorpha",0.207846096908265,0.27712812921102,-0.817065262512236,-0.190683778264552,63,"lnCVR_Q10_acute_t1",-0.340585494756615,0.0291357440850421,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,64,"r1.1_sd",0.0316227766016838,0.176178199221318,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,65,"r2.1_sd",NA,0.176178199221318,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,66,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,67,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,68,"lnRR_Q10_acclim",0.259549205972806,0.0025670881102071,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,69,"lnVR_Q10_acute_t1",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,70,"lnVR_Q10_acute_t2",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,71,"lnVR_Q10_acclim",1.37326536083514,0.173611111111111,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",10,18,0.65,10,NA,NA,NA,NA,0.8,10,"ul/mg/h","Dreissena polymorpha",NA,0.0948683298050514,NA,1.11371615486233,72,"lnCVR_Q10_acute_t1",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",18,26,0.8,10,NA,NA,NA,NA,1.75,10,"ul/mg/h","Dreissena polymorpha",NA,0.379473319220206,NA,0.754418777337823,73,"r1.1_sd",0.0948683298050514,0.183155315511621,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",18,26,0.8,10,NA,NA,NA,NA,1.75,10,"ul/mg/h","Dreissena polymorpha",NA,0.379473319220206,NA,0.754418777337823,74,"r2.1_sd",NA,0.183155315511621,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",18,26,0.8,10,NA,NA,NA,NA,1.75,10,"ul/mg/h","Dreissena polymorpha",NA,0.379473319220206,NA,0.754418777337823,75,"lnRR_Q10_acute_t1",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",18,26,0.8,10,NA,NA,NA,NA,1.75,10,"ul/mg/h","Dreissena polymorpha",NA,0.379473319220206,NA,0.754418777337823,76,"lnRR_Q10_acute_t2",NA,NA,"acute"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",18,26,0.8,10,NA,NA,NA,NA,1.75,10,"ul/mg/h","Dreissena polymorpha",NA,0.379473319220206,NA,0.754418777337823,77,"lnRR_Q10_acclim",0.978449174062041,0.0095442044005102,"acclim"
"p005_o","Mollusca","Bivalvia","Veneroida","Dreissenidae","f","w","a",42.2,-81.2,1,14,"rest_MR","MR",18,26,0.8,10,NA,NA,NA,NA,1.75,10,"ul/mg/h","Dreissena polymorpha",NA,0.379473319220206,NA,0.754418777337823,78,"lnVR_Q10_acute_t1",NA,NA,"acute"
